program,section,source,level,name,parent_name,full_path,pic,usage,occurs,occurs_depends_on,redefines,value,line_etude,used_direct,used,usage_count,first_usage_line
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,20,FAPPA-SYSID-AORDEB,FAPPA-SYSID-AOR,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AORDEB,X(2).,,,,,,000252,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,20,FAPPA-SYSID-AOR-FIN,FAPPA-SYSID-AOR,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AOR-FIN,,,,,,,000253,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,25,FAPPA-SYSID-AOR-TYP,FAPPA-SYSID-AOR-FIN,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AOR-FIN/FAPPA-SYSID-AOR-TYP,X.,,,,,,000254,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,25,FAPPA-SYSID-AOR-NUM,FAPPA-SYSID-AOR-FIN,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AOR-FIN/FAPPA-SYSID-AOR-NUM,X.,,,,,,000255,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CSD-GROUPES,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES,,,,,,,000256,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CSD-FICEXP,FAPPA-CSD-GROUPES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICEXP,X(8).,,,,,,000257,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CSD-FICEXP-DEG,FAPPA-CSD-GROUPES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICEXP-DEG,X(8).,,,,,,000258,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CSD-FICVDX,FAPPA-CSD-GROUPES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICVDX,X(8).,,,,,,000259,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CSD-FICVDX-DEG,FAPPA-CSD-GROUPES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICVDX-DEG,X(8).,,,,,,000260,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-PERIODICITE,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-PERIODICITE,X.,,,,,,000261,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CODAPPL-AFFICH,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODAPPL-AFFICH,X(3).,,,,,,000262,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-FILLER,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-FILLER,X.,,,,,,000263,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,01,SRFI-DONNEES,,SRFI-DONNEES,,,,,,,000266,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,05,SRFI-NBFI,SRFI-DONNEES,SRFI-DONNEES/SRFI-NBFI,9(4) COMP.,,,,,,000267,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,05,SRFI-FICHIERS,SRFI-DONNEES,SRFI-DONNEES/SRFI-FICHIERS,,,160,,,,000268,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,10,SRFI-NOMFIC,SRFI-FICHIERS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-NOMFIC,X(8).,,,,,,000270,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,10,SRFI-TYPFIC,SRFI-FICHIERS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-TYPFIC,9.,,,,,,000271,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,10,SRFI-IDCICS,SRFI-FICHIERS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-IDCICS,X(4).,,,,,,000272,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,10,SRFI-FONCTIONS,SRFI-FICHIERS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-FONCTIONS,,,40,,,,000273,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,15,SRFI-CODFONC,SRFI-FONCTIONS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-FONCTIONS/SRFI-CODFONC,X.,,,,,,000274,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,15,SRFI-CODDISPO-FONC,SRFI-FONCTIONS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-FONCTIONS/SRFI-CODDISPO-FONC,9.,,,,,,000275,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,01,SRVD-DONNEES,,SRVD-DONNEES,,,,,,,000278,Y,Y,3,000421
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,05,SRVD-DISPAPP,SRVD-DONNEES,SRVD-DONNEES/SRVD-DISPAPP,9.,,,,,,000279,Y,Y,9,000500
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,05,SRVD-DISPIND,SRVD-DONNEES,SRVD-DONNEES/SRVD-DISPIND,9.,,,,,,000280,Y,Y,10,000513
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,05,SRVD-DISPFIC,SRVD-DONNEES,SRVD-DONNEES/SRVD-DISPFIC,X.,,,,,,000281,Y,Y,2,000501
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,05,SRVD-DISPFON,SRVD-DONNEES,SRVD-DONNEES/SRVD-DISPFON,X.,,,,,,000282,Y,Y,2,000561
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,01,WFONC-ENR,,WFONC-ENR,,,,,,,000285,N,Y,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,05,WFONC-CLE,WFONC-ENR,WFONC-ENR/WFONC-CLE,,,,,,,000286,N,Y,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,10,WFONC-CLE-APPL,WFONC-CLE,WFONC-ENR/WFONC-CLE/WFONC-CLE-APPL,X(3).,,,,,,000287,Y,Y,3,000629
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,10,WFONC-CLE-FONC,WFONC-CLE,WFONC-ENR/WFONC-CLE/WFONC-CLE-FONC,X.,,,,,,000288,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,05,WFONC-DONNEES,WFONC-ENR,WFONC-ENR/WFONC-DONNEES,,,,,,,000289,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,10,WFONC-CLE-ALT,WFONC-DONNEES,WFONC-ENR/WFONC-DONNEES/WFONC-CLE-ALT,,,,,,,000290,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,15,WFONC-CODE-APPL,WFONC-CLE-ALT,WFONC-ENR/WFONC-DONNEES/WFONC-CLE-ALT/WFONC-CODE-APPL,X(3).,,,,,,000291,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,15,WFONC-CODE-MNEMO,WFONC-CLE-ALT,WFONC-ENR/WFONC-DONNEES/WFONC-CLE-ALT/WFONC-CODE-MNEMO,X(4).,,,,,,000292,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-SYSID,,W-SYSID,X(4).,,,,,,000294,Y,Y,2,000397
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-APPLID,,W-APPLID,X(8).,,,,,,000295,Y,Y,5,000396
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-TS-SRFI,,W-TS-SRFI,,,,,,,000296,Y,Y,2,000452
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,FILLER,W-TS-SRFI,W-TS-SRFI/FILLER,X(4),,,,,'SRFI',000297,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,W-SRFI-CODAPP,W-TS-SRFI,W-TS-SRFI/W-SRFI-CODAPP,X(3).,,,,,,000298,Y,Y,1,000448
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,FILLER,W-TS-SRFI,W-TS-SRFI/FILLER,X,,,,,SPACES,000299,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-EIBTRNID,,W-EIBTRNID,,,,,,,000300,Y,Y,1,000414
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,W-EIBTRNID-3C,W-EIBTRNID,W-EIBTRNID/W-EIBTRNID-3C,X(3).,,,,,,000301,Y,Y,3,000415
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,FILLER,W-EIBTRNID,W-EIBTRNID/FILLER,X,,,,,SPACES,000302,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-ANO,,W-ANO,X(62),,,,,SPACES,000303,Y,Y,1,000400
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-PARAG,,W-PARAG,X(5),,,,,SPACES,000304,Y,Y,2,000411
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-RESP,,W-RESP,9(4),,,,,ZEROS,000305,Y,Y,2,000851
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-ANO-APPLI,,W-ANO-APPLI,,,,,,,000306,Y,Y,1,000400
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,W-ANO-APPLID,W-ANO-APPLI,W-ANO-APPLI/W-ANO-APPLID,X(8).,,,,,,000307,Y,Y,1,000399
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,FILLER,W-ANO-APPLI,W-ANO-APPLI/FILLER,X(25),,,,,,000308,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-MES-FIN-ANORMALE,,W-MES-FIN-ANORMALE,,,,,,,000310,Y,Y,1,000786
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,FILLER,W-MES-FIN-ANORMALE,W-MES-FIN-ANORMALE/FILLER,X(25),,,,,,000311,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,W-MES-FIN-ANORMALE-COD,W-MES-FIN-ANORMALE,W-MES-FIN-ANORMALE/W-MES-FIN-ANORMALE-COD,X(4),,,,,SPACES,000313,Y,Y,1,000782
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,FILLER,W-MES-FIN-ANORMALE,W-MES-FIN-ANORMALE/FILLER,X(22),,,,,,000314,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-MES-PUPITRE,,W-MES-PUPITRE,,,,,,,000316,Y,Y,2,000790
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,W-MES-PUP-APPLID,W-MES-PUPITRE,W-MES-PUPITRE/W-MES-PUP-APPLID,X(8),,,,,SPACES,000317,Y,Y,2,000788
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,FILLER,W-MES-PUPITRE,W-MES-PUPITRE/FILLER,X(50),,,,,,000318,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-MES-ANO-BLOQ-1,,W-MES-ANO-BLOQ-1,,,,,,,000320,Y,Y,1,000856
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,FILLER,W-MES-ANO-BLOQ-1,W-MES-ANO-BLOQ-1/FILLER,X(40),,,,,,000321,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-MES-ANO-BLOQ-2,,W-MES-ANO-BLOQ-2,,,,,,,000323,Y,Y,1,000859
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,FILLER,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2/FILLER,X(22),,,,,,000324,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,W-MES-ANO-BLOQ-2-PAR,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2/W-MES-ANO-BLOQ-2-PAR,X(5),,,,,SPACES,000326,Y,Y,1,000850
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,FILLER,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2/FILLER,X(17),,,,,,000327,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,W-MES-ANO-BLOQ-2-RESP,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2/W-MES-ANO-BLOQ-2-RESP,X(4),,,,,SPACES,000329,Y,Y,1,000852
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-ABCODE,,W-ABCODE,,,,,,,000330,Y,Y,8,000473
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,W-TYPAB,W-ABCODE,W-ABCODE/W-TYPAB,X.,,,,,,000331,Y,Y,2,000470
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,W-ABEND,W-ABCODE,W-ABCODE/W-ABEND,9(3).,,,,,,000332,Y,Y,4,000471
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,WTS-IDENTITE,,WTS-IDENTITE,,,,,,,000333,Y,Y,2,000748
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,WTS-NOM,WTS-IDENTITE,WTS-IDENTITE/WTS-NOM,X(04).,,,,,,000334,Y,Y,1,000745
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,WTS-ECRAN,WTS-IDENTITE,WTS-IDENTITE/WTS-ECRAN,X(04).,,,,,,000335,Y,Y,1,000746
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-IND01,,W-IND01,9(4) COMP,,,,,ZEROS,000336,Y,Y,25,000447
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-IND02,,W-IND02,9(4) COMP,,,,,ZEROS,000337,Y,Y,32,000447
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-IND03,,W-IND03,9(4) COMP,,,,,ZEROS,000338,Y,Y,19,000516
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-AIG-FONC,,W-AIG-FONC,9,,,,,ZERO,000339,Y,Y,2,000492
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-AIG-DISP,,W-AIG-DISP,9,,,,,ZERO,000340,Y,Y,4,000554
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-AIG-DISP-2,,W-AIG-DISP-2,9,,,,,ZERO,000341,Y,Y,4,000555
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-CTR-FICH,,W-CTR-FICH,9(6),,,,,ZEROS,000342,Y,Y,4,000478
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-CTR-FICHF,,W-CTR-FICHF,9(6),,,,,ZEROS,000343,Y,Y,3,000479
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-CTR-OUVERTS,,W-CTR-OUVERTS,9(6),,,,,ZEROS,000344,Y,Y,4,000552
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-CTR-FERMES,,W-CTR-FERMES,9(6),,,,,ZEROS,000345,Y,Y,4,000553
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-CTR-FONCDISP,,W-CTR-FONCDISP,9(6),,,,,ZEROS,000346,Y,Y,10,000518
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-CTR-FONCINDISP,,W-CTR-FONCINDISP,9(6),,,,,ZEROS,000347,Y,Y,10,000519
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-DISPIND1,,W-DISPIND1,9,,,,,ZEROS,000348,Y,Y,12,000517
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-DISPIND2,,W-DISPIND2,9,,,,,ZEROS,000349,Y,Y,10,000623
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-TABLE-FONC,,W-TABLE-FONC,,,,,,,000350,Y,Y,3,000515
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,W-FONC-DISPO,W-TABLE-FONC,W-TABLE-FONC/W-FONC-DISPO,,,36,,,,000351,Y,Y,3,000539
SRSRADIS,WORKING-STORAGE SECTION,MAIN,10,W-CODFONC,W-FONC-DISPO,W-TABLE-FONC/W-FONC-DISPO/W-CODFONC,X.,,,,,,000352,Y,Y,4,000533
SRSRADIS,WORKING-STORAGE SECTION,MAIN,10,W-CODDISPO-FONC,W-FONC-DISPO,W-TABLE-FONC/W-FONC-DISPO/W-CODDISPO-FONC,X.,,,,,,000353,Y,Y,1,000559
SRSRADIS,LINKAGE SECTION,MAIN,01,DFHCOMMAREA,,DFHCOMMAREA,X(16384).,,,,,,000355,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,01,FAPPD-ENR,,FAPPD-ENR,,,,,DFHCOMMAREA,,000357,N,Y,0,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,05,FAPPD-CLE,FAPPD-ENR,FAPPD-ENR/FAPPD-CLE,,,,,,,000358,N,Y,0,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,10,FAPPD-CLE-TYPE,FAPPD-CLE,FAPPD-ENR/FAPPD-CLE/FAPPD-CLE-TYPE,X.,,,,,,000359,Y,Y,2,000443
SRSRADIS,LINKAGE SECTION,SRSFAPPD,10,FAPPD-CLE-APPL,FAPPD-CLE,FAPPD-ENR/FAPPD-CLE/FAPPD-CLE-APPL,X(3).,,,,,,000360,Y,Y,5,000424
SRSRADIS,LINKAGE SECTION,SRSFAPPD,05,FAPPD-DONNEES,FAPPD-ENR,FAPPD-ENR/FAPPD-DONNEES,,,,,,,000361,Y,Y,2,000453
SRSRADIS,LINKAGE SECTION,SRSFAPPD,10,FAPPD-NBFI,FAPPD-DONNEES,FAPPD-ENR/FAPPD-DONNEES/FAPPD-NBFI,S9(4) COMP.,,,,,,000362,Y,Y,6,000440
SRSRADIS,LINKAGE SECTION,SRSFAPPD,10,FAPPD-FICHIERS,FAPPD-DONNEES,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS,,,160,,,,000363,N,Y,0,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,15,FAPPD-NOMFIC,FAPPD-FICHIERS,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-NOMFIC,X(8).,,,,,,000365,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,15,FAPPD-TYPFIC,FAPPD-FICHIERS,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-TYPFIC,9.,,,,,,000366,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,15,FAPPD-IDCICS,FAPPD-FICHIERS,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-IDCICS,X(4).,,,,,,000367,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,15,FAPPD-FONCTIONS,FAPPD-FICHIERS,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-FONCTIONS,,,40,,,,000368,Y,Y,5,000488
SRSRADIS,LINKAGE SECTION,SRSFAPPD,20,FAPPD-CODFONC,FAPPD-FONCTIONS,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-FONCTIONS/FAPPD-CODFONC,X.,,,,,,000369,Y,Y,6,000491
SRSRADIS,LINKAGE SECTION,SRSFAPPD,20,FAPPD-CODDISPO-FONC,FAPPD-FONCTIONS,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-FONCTIONS/FAPPD-CODDISPO-FONC,9.,,,,,,000370,Y,Y,4,000496
SRSRADIS,LINKAGE SECTION,SRSFFONC,01,FFONC-ENR,,FFONC-ENR,,,,,,,000373,Y,Y,1,000636
SRSRADIS,LINKAGE SECTION,SRSFFONC,05,FFONC-CLE,FFONC-ENR,FFONC-ENR/FFONC-CLE,,,,,,,000374,N,Y,0,
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-CLE-APPL,FFONC-CLE,FFONC-ENR/FFONC-CLE/FFONC-CLE-APPL,X(3).,,,,,,000375,Y,Y,1,000642
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-CLE-FONC,FFONC-CLE,FFONC-ENR/FFONC-CLE/FFONC-CLE-FONC,X.,,,,,,000376,Y,Y,1,000651
SRSRADIS,LINKAGE SECTION,SRSFFONC,05,FFONC-DONNEES,FFONC-ENR,FFONC-ENR/FFONC-DONNEES,,,,,,,000377,N,Y,0,
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-LIBFONC,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-LIBFONC,X(40).,,,,,,000378,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-CLE-ALT,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-CLE-ALT,,,,,,,000379,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFFONC,15,FFONC-CODE-APPL,FFONC-CLE-ALT,FFONC-ENR/FFONC-DONNEES/FFONC-CLE-ALT/FFONC-CODE-APPL,X(3).,,,,,,000380,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFFONC,15,FFONC-CODE-MNEMO,FFONC-CLE-ALT,FFONC-ENR/FFONC-DONNEES/FFONC-CLE-ALT/FFONC-CODE-MNEMO,X(4).,,,,,,000381,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-TRANFONC,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-TRANFONC,X(4).,,,,,,000382,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-MODULSRS-FONC,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-MODULSRS-FONC,X(8).,,,,,,000383,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-BLOCAGE-RESS,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-BLOCAGE-RESS,9.,,,,,,000384,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-CODDISPO-FONC,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-CODDISPO-FONC,9.,,,,,,000385,Y,Y,2,000656
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-FIN-FONC,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-FIN-FONC,9.,,,,,,000386,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-VAL-HORSAOR,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-VAL-HORSAOR,9.,,,,,,000387,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-MESSIND-FONC,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-MESSIND-FONC,,,,,,,000388,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFFONC,15,FFONC-MESSIND-L1,FFONC-MESSIND-FONC,FFONC-ENR/FFONC-DONNEES/FFONC-MESSIND-FONC/FFONC-MESSIND-L1,X(79).,,,,,,000389,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFFONC,15,FFONC-MESSIND-L2,FFONC-MESSIND-FONC,FFONC-ENR/FFONC-DONNEES/FFONC-MESSIND-FONC/FFONC-MESSIND-L2,X(78).,,,,,,000390,N,N,0,
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-IND-VDX,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-IND-VDX,X.,,,,,,000391,N,N,0,
